query_id,query_type,coding_notes
50f09a044f0c0795cc636c3e25a4f7c3231fb08d,factual,
447eb98e602616c01187960c9c3011c62afd7c27,factual,
012b8a89aea27485797373adbcda32f16f9d7b54,synthesis,
c598028815066089cc1e131b96d6966d2610467a,factual,
ca4daafdc23f4e23d933ebabe682e1fe0d4b95ed,section_specific,
0ab3df10f0b7203e859e9b62ffa7d6d79ffbbe50,factual,
92dfacbbfa732ecea006e251be415a6f89fb4ec6,factual,
c8541ff10c4e0c8e9eb37d9d7ea408d1914019a9,factual,
307e8ab37b67202fe22aedd9a98d9d06aaa169c5,factual,
e5c8e9e54e77960c8c26e8e238168a603fcdfcc6,factual,
50c441a9cc7345a0fa408d1ce2e13f194c1e82a8,factual,
79620a2b4b121b6d3edd0f7b1d4a8cc7ada0b516,factual,
2cc42d14c8c927939a6b8d06f4fdee0913042416,factual,
57388bf2693d71eb966d42fa58ab66d7f595e55f,section_specific,
47796c7f0a7de76ccb97ccbd43dc851bb8a613d5,section_specific,
08b57deb237f15061e4029b6718f1393fa26acce,factual,
9b7655d39c7a19a23eb8944568eb5618042b9026,factual,
cd06d775f491b4a17c9d616a8729fd45aa2e79bf,factual,
1329280df5ee9e902b2742bde4a97bc3e6573ff3,factual,
58c6737070ef559e9220a8d08adc481fdcd53a24,factual,
23e16c1173b7def2c5cb56053b57047c9971e3bb,factual,
d78f7f84a76a07b777d4092cb58161528ca3803c,factual,
9da1e124d28b488b0d94998d32aa2fa8a5ebec51,factual,
5cd5864077e4074bed01e3a611b747a2180088a0,factual,
d664054c8d1f8e84169d4ab790f2754274353685,factual,
f5603271a04452cbdbb07697859bef2a2030d75c,factual,
6575ffec1844e6fde5a668bce2afb16b67b65c1f,factual,
77c3416578b52994227bae7f2529600f02183e12,factual,
2abcff4fdedf9b17f76875cc338ba4ab8d1eccd3,factual,
6df57a21ca875e63fb39adece6a9ace5bb2b2cfa,section_specific,
b39b278aa1cf2f87ad4159725dff77b387f2df84,factual,
814e945668e2b6f31b088918758b120fb00ada7d,factual,
ce6201435cc1196ad72b742db92abd709e0f9e8d,factual,
928828544e38fe26c53d81d1b9c70a9fb1cc3feb,factual,
80bb07e553449bde9ac0ff35fcc718d7c161f2d4,factual,
c8f8ecac23a991bceb8387e68b3b3f2a5d8cf029,factual,
28847b20ca63dc56f2545e6f6ec3082d9dbe1b3f,factual,
2d5d0b0c54105717bf48559b914fefd0c94964a6,factual,
dd81f58c782169886235c48b8f9a08e0954dd3ae,factual,
e51d0c2c336f255e342b5f6c3cf2a13231789fed,factual,
38289bd9592db4d3670b65a0fef1fe8a309fee61,factual,
cb7a00233502c4b7801d34bc95d6d22d79776ae8,factual,
35d2eae3a7c9bed54196334a09344591f9cbb5c8,factual,
a70656fc61bf526dd21db7d2ec697b29a5a9c24e,factual,
f381b0ef693243d67657f6c34bbce015f6b1fd07,factual,
2686e8d51caff9a19684e0c9984bcb5a1937d08d,factual,
df623717255ea2c9e0f846859d8a9ef51dc1102b,factual,
a53683d1a0647c80a4398ff8f4a03e11c0929be2,synthesis,
0fd7d12711dfe0e35467a7ee6525127378a1bacb,factual,
21a96b328b43a568f9ba74cbc6d4689dbc4a3d7b,factual,
30803eefd7cdeb721f47c9ca72a5b1d750b8e03b,factual,
442f8da2c988530e62e4d1d52c6ec913e3ec5bf1,factual,
01e2d10178347d177519f792f86f25575106ddc7,factual,
021bfb7e180d67112b74f05ecb3fa13acc036c86,section_specific,
8c89f1d1b3c2a45c0254c4c8d6e700ab9a4b4ffb,synthesis,Broad account of several less-sensitive data sources across sections.
f5bc07df5c61dcb589a848bd36f4ce9c22abd46a,synthesis,
76c8aac84152fc4bbc0d5faa7b46e40438353e77,factual,
b42323d60827ecf0d9e478c9a31f90940cfae975,factual,
1a69696034f70fb76cd7bb30494b2f5ab97e134d,factual,
9a596bd3a1b504601d49c2bec92d1592d7635042,factual,
1ba28338d3f993674a19d2ee2ec35447e361505b,synthesis,
2d3bf170c1647c5a95abae50ee3ef3b404230ce4,factual,
ab9453fa2b927c97b60b06aeda944ac5c1bfef1e,factual,
f0317e48dafe117829e88e54ed2edab24b86edb1,factual,
f129c97a81d81d32633c94111018880a7ffe16d1,factual,
d9354c0bb32ec037ff2aacfed58d57887a713163,factual,
c035a011b737b0a10deeafc3abe6a282b389d48b,factual,
d3fb0d84d763cb38f400b7de3daaa59ed2a1b0ab,factual,
094ce2f912aa3ced9eb97b171745d38f58f946dd,factual,
95d8368b1055d97250df38d1e8c4a2b283d2b57e,factual,
3aa43a0d543b88d40e4f3500c7471e263515be40,synthesis,
beac555c4aea76c88f19db7cc901fa638765c250,synthesis,Integrated finding drawn from several attention analyses.
91e326fde8b0a538bc34d419541b5990d8aae14b,factual,
044f922604b4b3f42ae381419fd5cd5624fa0637,multi_hop,
dd2046f5481f11b7639a230e8ca92904da75feed,section_specific,
47e6c3e6fcc9be8ca2437f41a4fef58ef4c02579,factual,
569ad21441e99ae782d325d5f5e1ac19e08d5e76,factual,
90741b227b25c42e0b81a08c279b94598a25119d,factual,
1d739bb8e5d887fdfd1f4b6e39c57695c042fa25,factual,
0ba3ea93eef5660a79ea3c26c6a270eac32dfa4c,factual,
5e324846a99a5573cd2e843d1657e87f4eb22fa6,section_specific,
3d39e57e90903b776389f1b01ca238a6feb877f3,factual,
69ef007fc131b04b5b71b0b446db2f77f434f1b3,section_specific,
20df24165b881f97dc1ac32f343939554dd68011,factual,
282aa4e160abfa7569de7d99b8d45cabee486ba4,section_specific,
ecfb2e75eb9a8eba8f640a039484874fa0d2fceb,factual,
a6950c22c7919f86b16384facc97f2cf66e5941d,factual,
54be3541cfff6574dba067f1e581444537a417db,factual,
ac482ab8a5c113db7c1e5f106a5070db66e7ba37,factual,
c2eb743c9d0baf1781c3c0df9533fab588250af3,factual,
c35806cf68220b2b9bb082b62f493393b9bdff86,multi_hop,
f7d0fa52017a642a9f70091a252857fccca31f12,factual,
01209a3bead7c87bcdc628be2a5a26b41abde9d1,factual,
5dfd58f91e7740899c23ebfe04b7176edce9ead2,factual,
c09bceea67273c10a0621da1a83b409f53342fd9,factual,
732bd97ae34541f215c436e2a1b98db1649cba27,factual,
183b385fb59ff1e3f658d4555a08b67c005a8734,factual,
ae2142ee9e093ce485025168f4bcb3da4602739d,factual,
ebe1084a06abdabefffc66f029eeb0b69f114fd9,factual,
cfdd583d01abaca923f5c466bb20e1d4b8c749ff,factual,
554d798e4ce58fd30820200c474d7e796dc8ba89,factual,
3e6b6820e7843209495b4f9a72177573afaa4bc3,synthesis,
3d547a7dda18a2dd5dc89f12d25d7fe782d66450,factual,
4a32adb0d54da90434d5bd1c66cc03a7956d12a0,factual,
c17ece1dad42d92c78fca2e3d8afa9a20ff19598,section_specific,
578add9d3dadf86cd0876d42b03bf0114f83d0e7,section_specific,
4d5b74499804ea5bc5520beb88d0f9816f67205a,factual,
baec99756b80eec7c0234a08bc2855e6770bcaeb,factual,
46d051b8924ad0ef8cfba9c7b5b84707ee72f26a,factual,
53dfcd5d7d2a81855ec1728f0d8e6e24c5638f1e,factual,
869feb7f47606105005efdb6bea1c549824baea0,factual,
c497e8701060583d91bb64b9f9202d40047effc4,section_specific,
0af16b164db20d8569df4ce688d5a62c861ace0b,factual,
78a4ec72d76f0a736a4a01369a42b092922203b6,factual,
81588e0e207303c2867c896f3911a54a1ef7c874,factual,
dd09db5eb321083dba16c2550676e60682f9a0cd,factual,
cfffc94518d64cb3c8789395707e4336676e0345,factual,
f60629c01f99de3f68365833ee115b95a3388699,factual,
a7cb4f8e29fd2f3d1787df64cd981a6318b65896,factual,
5aa12b4063d6182a71870c98e4e1815ff3dc8a72,section_specific,
22815878083ebd2f9e08bc33a5e733063dac7a0f,factual,
220d11a03897d85af91ec88a9b502815c7d2b6f3,factual,
d509081673f5667060400eb325a8050fa5db7cc8,factual,
91e361e85c6d3884694f3c747d61bfcef171bab0,section_specific,
6295951fda0cfa2eb4259d544b00bc7dade7c01e,factual,
3f717e6eceab0a066af65ddf782c1ebc502c28c0,factual,
7c561db6847fb0416bca8a6cb5eebf689a4b1438,factual,
13eb64957478ade79a1e81d32e36ee319209c19a,factual,
3cfe464052f0a248b6e22c9351279403dfe34f3c,factual,
119c404da6e42d4879eee10edeab4b2851162659,factual,
11d2f0d913d6e5f5695f8febe2b03c6c125b667c,section_specific,
1c85a25ec9d0c4f6622539f48346e23ff666cd5f,factual,
37d829cd42db9ae3d56ab30953a7cf9eda050841,factual,
4b41f399b193d259fd6e24f3c6e95dc5cae926dd,factual,
d0b005cb7ed6d4c307745096b2ed8762612480d2,factual,
9d9b11f86a96c6d3dd862453bf240d6e018e75af,section_specific,
415f35adb0ef746883fb9c33aa53b79cc4e723c3,factual,
65e2f97f2fe8eb5c2fa41cb95c02b577e8d6e5ee,section_specific,
f46a907360d75ad566620e7f6bf7746497b6e4a9,factual,
79d999bdf8a343ce5b2739db3833661a1deab742,factual,
71d59c36225b5ee80af11d3568bdad7425f17b0c,factual,
2c88b46c7e3a632cfa10b7574276d84ecec7a0af,factual,
6ff240d985bbe96b9d5042c9b372b4e8f498f264,factual,
515e10a71d78ccd9c7dc93cd942924a4c85d3a30,section_specific,
9a8b9ea3176d30da2453cac6e9347737c729a538,factual,
4477bb513d56e57732fba126944073d414d1f75f,factual,
a4422019d19f9c3d95ce8dc1d529bf3da5edcfb1,factual,
2419b38624201d678c530eba877c0c016cccd49f,factual,
b99d100d17e2a121c3c8ff789971ce66d1d40a4d,factual,
578d0b23cb983b445b1a256a34f969b34d332075,factual,
a56fbe90d5d349336f94ef034ba0d46450525d19,factual,
b1f2db88a6f89d0f048803e38a0a568f5ba38fc5,factual,
df25dd9004a3b367202d7731ee912a8052a35780,factual,
5328cc2588b2bf7b91f4e0f342e8cbfc6dc8ac00,factual,
766e2e35968ef7434b56330aa41957c5d5f8d0ee,factual,
7561bd3b8ba7829b3a01ff07f9f3e93a7b8869cc,factual,
a3ba21341f0cb79d068d24de33b23c36fa646752,factual,
96295e1fe8713417d2b4632438a95d23831fbbdc,factual,
5bfbc9ca7fd41be9627f6ef587bb7e21c7983be0,factual,
8ec94313ea908b6462e1f5ee809a977a7b6bdf01,factual,
f052444f3b3bf61a3f226645278b780ebd7774db,factual,
0bd992a6a218331aa771d922e3c7bb60b653949a,factual,
184382af8f58031c6e357dbee32c90ec95288cb3,multi_hop,
97abc2e7b39869f660986b91fc68be4ba196805c,multi_hop,
9ec0527bda2c302f4e82949cc0ae7f7769b7bfb8,factual,
330fe3815f74037a9be93a4c16610c736a2a27b3,factual,
230f127e83ac62dd65fccf6b1a4960cf0f7316c7,section_specific,
75c221920bee14a6153bd5f4c1179591b2f48d59,multi_hop,
16535db1d73a9373ffe9d6eedaa2369cefd91ac4,factual,
d353a6bbdc66be9298494d0c853e0d8d752dec4b,section_specific,
c359ab8ebef6f60c5a38f5244e8c18d85e92761d,factual,
ad362365656b0b218ba324ae60701eb25fe664c1,factual,
423bb905e404e88a168e7e807950e24ca166306c,factual,
f264612db9096caf938bd8ee4085848143b34f81,factual,
da0a2195bbf6736119ff32493898d2aadffcbcb8,section_specific,
f5513f9314b9d7b41518f98c6bc6d42b8555258d,section_specific,
65c7a2b734dab51c4c81f722527424ff33b023f8,factual,
11ef46187a5bf15e89d63220fdeaecbeb92d818e,factual,
45aab23790161cbc55f78e16fdf5678a3f5b4b92,factual,
bf5e80f1ab4eae2254b4f4d7651969a3cf945fb4,factual,
b49598b05358117ab1471b8ebd0b042d2f04b2a4,factual,
932b39fd6c47c6a880621a62e6a978491d881d60,factual,
b36f867fcda5ad62c46d23513369337352aa01d2,factual,
692c9c5d9ff9cd3e0ce8b5e4fa68dda9bd23dec1,factual,
935d6a6187e6a0c9c0da8e53a42697f853f5c248,factual,
3b77b4defc8a139992bd0b07b5cf718382cb1a5f,factual,
01a41c0a4a7365cd37d28690735114f2ff5229f2,factual,
40f87db3a8d1ac49b888ce3358200f7d52903ce7,factual,
36383971a852d1542e720d3ea1f5adeae0dbff18,factual,
73e715e485942859e1db75bfb5f35f1d5eb79d2e,section_specific,
b78bb6fe817c2d4bc69236df998f546e94c3ee21,factual,
1a419468d255d40ae82ed7777618072a48f0091b,section_specific,
e8f969ffd637b82d04d3be28c51f0f3ca6b3883e,factual,
46227b4265f1d300a5ed71bf40822829de662bc2,factual,
a6a48de63c1928238b37c2a01c924b852fe752f8,factual,
b65a83a24fc66728451bb063cf6ec50134c8bfb0,section_specific,
2555ca85ff6b56bd09c3919aa6b277eb7a4d4631,factual,
52f1a91f546b8a25a5d72325c503ec8f9c72de23,factual,
bb5697cf352dd608edf119ca9b82a6b7e51c8d21,factual,
98785bf06e60fcf0a6fe8921edab6190d0c2cec1,section_specific,
a43c400ae37a8705ff2effb4828f4b0b177a74c4,section_specific,
4056ee2fd7a0a0f444275e627bb881134a1c2a10,factual,
0747cecb3c72594c5d15ba18490566be1ffdbfad,factual,
0e9c08b635c1ebfd36472550d619095541bb5af1,section_specific,
7cd22ca9e107d2b13a7cc94252aaa9007976b338,factual,
adbf33c6144b2f5c40d0c6a328a92687a476f371,factual,
f7a89b9cd2792f23f2cb43d50a01b8218a6fbb24,factual,
a0543b4afda15ea47c1e623c7f00d4aaca045be0,factual,
1591068b747c94f45b948e12edafe74b5e721047,factual,
f17ca24b135f9fe6bb25dc5084b13e1637ec7744,multi_hop,
bd5bd1765362c2d972a762ca12675108754aa437,factual,
cc354c952b5aaed2d4d1e932175e008ff2d801dd,multi_hop,
0f12dc077fe8e5b95ca9163cea1dd17195c96929,factual,
5499440674f0e4a9d6912b9ac29fa1f7b7cd5253,factual,
de313b5061fc22e8ffef1706445728de298eae31,factual,
47b7bc232af7bf93338bd3926345e23e9e80c0c1,factual,
0b5c599195973c563c4b1a0fe5d8fc77204d71a0,factual,
1397b1c51f722a4ee2b6c64dc9fc6afc8bd3e880,factual,
602396d1f5a3c172e60a10c7022bcfa08fa6cbc9,factual,
b984612ceac5b4cf5efd841af2afddd244ee497a,factual,
fa800a21469a70fa6490bfc67cabdcc8bf086fb5,factual,
6883767bbdf14e124c61df4f76335d3e91bfcb03,section_specific,
11679d1feba747c64bbbc62939a20fbb69ada0f3,factual,
ca4b66ffa4581f9491442dcec78ca556253c8146,factual,
3703433d434f1913307ceb6a8cfb9a07842667dd,synthesis,
f7c34b128f8919e658ba4d5f1f3fc604fb7ff793,synthesis,
4146e1d8f79902c0bc034695998b724515b6ac81,factual,
42394c54a950bae8cebecda9de68ee78de69dc0d,factual,
c22394a3fb0dbf2fc7d3a70ad6435803f5a16ebd,factual,
f85f2a532e7e700d9f8f9c09cd08d4e47b87bdd3,synthesis,Study-level motivation rather than a local experimental detail.
a253749e3b4c4f340778235f640ce694642a4555,factual,
1142784dc4e0e4c0b4eca1feaf1c10dc46dd5891,factual,
777bb3dcdbc32e925df0f7ec3adb96f15dd3dc47,factual,
2da4c3679111dd92a1d0869dae353ebe5989dfd2,factual,
89414ef7fcb2709c47827f30a556f543b9a9e6e0,multi_hop,
faffcc6ef27c1441e6528f924e320368430d8da3,multi_hop,
afad388a0141bdda5ca9586803ac53d5f10f41f6,synthesis,
baaa6ad7148b785429a20f38786cd03ab9a2646e,synthesis,
17fd6deb9e10707f9d1b70165dedb045e1889aac,factual,
c4a3f270e942803dab9b40e5e871a2e8886ce444,factual,
1faccdc78bbd99320c160ac386012720a0552119,factual,
804466848f4fa1c552f0d971dce226cd18b9edda,section_specific,
8d683d2e1f46626ceab60ee4ab833b50b346c29e,factual,
63eb31f613a41a3ddd86f599e743ed10e1cd07ba,factual,
d2804ac0f068e9c498e33582af9c66906b26cac3,section_specific,
e24fbcc8be922c43f6b6037cdf2bfd4c0a926c08,factual,
aef607d2ac46024be17b1ddd0ed3f13378c563a6,section_specific,
93beae291b455e5d3ecea6ac73b83632a3ae7ec7,section_specific,
6c91d44d5334a4ac80100eead4e105d34e99a284,factual,
b70e4c49300dc3eab18e907ab903afd2a0c6075a,factual,
088d42ecb1e15515f6a97a0da2fed81b61d61a23,multi_hop,
8599d6d14ac157169920c73b98a79737c7a68cf5,factual,
f1d61b44105e651925d02a51e6d7ea10ea28ebd8,section_specific,
bb169a0624aefe66d3b4b1116bbd152d54f9e31b,factual,
ca8e023d142d89557714d67739e1df54d7e5ce4b,section_specific,
cfb5ab893ed77f9df7eeb4940b6bacdef5acccea,factual,
a5abd4dd91e6f2855e9098bd6ae1481c0fdb0d4a,factual,
b366706e2fff6dd8edc89cc0c6b9d5b0790f43aa,factual,
c165ea43256d7ee1b1fb6f5c0c8af5f7b585e60d,factual,
e72a672f8008bbc52b93d8037a5fedf8956136af,factual,
57586358dd01633aa2ebeef892e96a549b1d1930,factual,
191d4fe8a37611b2485e715bb55ff1a30038ad6a,multi_hop,
6e76f114209f59b027ec3b3c8c9cdfc3e682589f,factual,
6583e8bfa7bcc3a792a90b30abb316e6d423f49b,factual,
53d6cbee3606dd106494e2e98aa93fdd95920375,factual,
9dc844f82f520daf986e83466de0c84d93953754,factual,
36d892460eb863220cd0881d5823d73bbfda172c,factual,
bd3ccb63fd8ce5575338d7332e96def7a3fabad6,factual,
7c794fa0b2818d354ca666969107818a2ffdda0c,factual,
81669c550d32d756f516dab5d2b76ff5f21c0f36,factual,
803babb71e1bdaf507847d6c712585f4128e9f47,factual,
5fd112980d0dd7f7ce30e6273fe6e7b230b13225,factual,
eaae11ffd4ff955de2cd6389b888f5fd2c660a32,factual,
290ebf0d1c49b67a6d1858366be751d89086a78b,factual,
806fefe0e331ddb3c17245d6a9fa7433798e367f,factual,
3c3807f226ba72fc41f59f0338f12a49a0c35605,factual,
c70bafc35e27be9d1efae60596bc0dd390c124c0,factual,
81d607fc206198162faa54a796717c2805282d9b,factual,
51fe4d44887c5cc5fc98b65ca4cb5876f0a56dad,factual,
f0848e7a339da0828278f6803ed7990366c975f0,factual,
6d17dc00f7e5331128b6b585e78cac0b9082e13d,factual,
de0154affd86c608c457bf83d888bbd1f879df93,synthesis,Asks for an overall account of the experimental results.
9887ca3d25e2109f41d1da80eeea05c465053fbc,factual,
87b65b538d79e1218fa19aaac71e32e9b49208df,factual,
99e78c390932594bd833be0f5c890af5c605d808,factual,
861187338c5ad445b9acddba8f2c7688785667b1,factual,
f161e6d5aecf8fae3a26374dcb3e4e1b40530c95,factual,
8de64483ae96c0a03a8e527950582f127b43dceb,factual,
4d062673b714998800e61f66b6ccbf7eef5be2ac,factual,
f4238f558d6ddf3849497a130b3a6ad866ff38b3,section_specific,
96dcabaa8b6bd89b032da609e709900a1569a0f9,factual,
45e6532ac06a59cb6a90624513242b06d7391501,factual,
a98ae529b47362f917a398015c8525af3646abf0,factual,
5845d1db7f819dbadb72e7df69d49c3f424b5730,factual,
e829f008d62312357e0354a9ed3b0827c91c9401,factual,
54fe8f05595f2d1d4a4fd77f4562eac519711fa6,multi_hop,
fbe5e513745d723aad711ceb91ce0c3c2ceb669e,factual,
fc65f19a30150a0e981fb69c1f5720f0136325b0,factual,
c180f44667505ec03214d44f4970c0db487a8bae,synthesis,Asks for overall system performance across multiple result passages.
76d62e414a345fe955dc2d99562ef5772130bc7e,section_specific,
4cbc56d0d53c4c03e459ac43e3c374b75fd48efe,factual,
e5a965e7a109ae17a42dd22eddbf167be47fca75,section_specific,
5d85d7d4d013293b4405beb4b53fa79ac7c03401,section_specific,
6dc9960f046ec6bd280a721724458f66d5a9a585,synthesis,Broad account of prior automated evaluation approaches.
75b69eef4a38ec16df63d60be9708a3c44a79c56,factual,
d576af4321fe71ced9e521df1f3fe1eb90d2df2d,factual,
fd651d19046966ca65d4bcf6f6ae9c66cdf13777,factual,
08b77c52676167af72581079adf1ca2b994ce251,factual,
89fa14a04008c93907fa13375f9e70b655d96209,factual,
20eb673b01d202b731e7ba4f84efc10a18616dd3,factual,
c69f4df4943a2ca4c10933683a02b179a5e76f64,factual,
6aed1122050b2d508dc1790c13cdbe38ff126089,factual,
8740c3000e740ac5c0bc8f329d908309f7ffeff6,factual,
818c89b11471a6ca4f13c838713864fdf282c2ca,factual,
7994b4001925798dfb381f9aa5c0545cdbd77220,section_specific,
f33236ebd6f5a9ccb9b9dbf05ac17c3724f93f91,factual,
66bf0d61ffc321f15e7347aaed191223f4ce4b4a,factual,
5dfa59c116e0ceb428efd99bab19731aa3df4bbd,factual,
0c557b408183630d1c6c325b5fb9ff1573661290,factual,
a08b5018943d4428f067c08077bfff1af3de9703,factual,
67a28fe78f07c1383176b89e78630ee191cf15db,factual,
9cba2ee1f8e1560e48b3099d0d8cf6c854ddea2e,multi_hop,
7975c3e1f61344e3da3b38bb12e1ac6dcb153a18,factual,
eddb18109495976123e10f9c6946a256a55074bd,factual,
0ee73909ac638903da4a0e5565c8571fc794ab96,section_specific,
4c7b29f6e3cc1e902959a1985146ccc0b15fe521,section_specific,
003f884d3893532f8c302431c9f70be6f64d9be8,factual,
bb97537a0a7c8f12a3f65eba73cefa6abcd2f2b2,synthesis,Integrates several social phenomena across community types.
eea089baedc0ce80731c8fdcb064b82f584f483a,synthesis,Integrates engagement patterns with multiple community characteristics.
